iter	MultiClass
259	0.424499137
260	0.4240128016
261	0.4235452027
262	0.4231535889
263	0.4225691599
264	0.421981004
265	0.421445812
266	0.4209200769
267	0.420277309
268	0.4194249418
269	0.4189763835
270	0.4185137032
271	0.418195311
272	0.4178803669
273	0.4173711118
274	0.4166836452
275	0.4163118327
276	0.4159106605
277	0.4156813614
278	0.4151689624
279	0.4147366812
280	0.4143075946
281	0.4137838878
282	0.4132487972
283	0.4128070337
284	0.412517342
285	0.4122988435
286	0.4119786765
287	0.4115932744
288	0.4111333069
289	0.4106848754
290	0.410336008
291	0.4097946043
292	0.4094718259
293	0.4090245353
294	0.4086968383
295	0.4083579349
296	0.4080164962
297	0.4075188023
298	0.4070966373
299	0.4067406708
300	0.406394567
301	0.4059864479
302	0.4055918424
303	0.4051289592
304	0.4048085894
305	0.4046540331
306	0.4040991159
307	0.4035791361
308	0.4033272214
309	0.4029091129
310	0.4025254349
311	0.4022231676
312	0.4016166809
313	0.4012374398
314	0.4008029782
315	0.4003654487
316	0.4000169363
317	0.3996036451
318	0.3990266194
319	0.3987733609
320	0.3983331187
321	0.3979391977
322	0.3975998379
323	0.3972184671
324	0.3966580227
325	0.3961238956
326	0.3958384379
327	0.3953537252
328	0.3950126667
329	0.3946872769
330	0.3943438098
331	0.3939690563
332	0.3935650699
333	0.3932693946
334	0.3927846819
335	0.3924653262
336	0.391970827
337	0.3915498028
338	0.3911902108
339	0.3908195139
340	0.3902755495
341	0.3898123874
342	0.3896071743
343	0.3893480338
344	0.3887022488
345	0.3885002809
346	0.388174739
347	0.3878426304
348	0.3874887683
349	0.3871450224
350	0.3867853036
351	0.3863462276
352	0.3859633862
353	0.3855966951
354	0.3852742463
355	0.3849199278
356	0.3846228835
357	0.3843382878
358	0.3839084659
359	0.3836204982
360	0.3830760521
361	0.3827340302
362	0.3823334412
363	0.3820477806
364	0.3818230705
365	0.3815690261
366	0.3812618655
367	0.3809835069
368	0.3806103253
369	0.3802350646
370	0.380000213
371	0.3794771147
372	0.3792148303
373	0.3786897798
374	0.3783387066
375	0.3780122519
376	0.3774525936
377	0.3771442415
378	0.3767598535
379	0.3764767537
380	0.3760493911
381	0.3756877708
382	0.3752619548
383	0.374806196
384	0.3743812421
385	0.374040995
386	0.3736189313
387	0.3733113145
388	0.3728451607
389	0.3725383298
390	0.3721405043
391	0.3717504625
392	0.3715004239
393	0.3711374345
394	0.3707312676
395	0.3704525287
396	0.3701130422
397	0.369695314
398	0.3693566388
399	0.3690513038
400	0.3688042063
401	0.3684409633
402	0.3680759709
403	0.3677895498
404	0.3675272147
405	0.3671583939
406	0.3668305701
407	0.3665787315
408	0.3662041047
409	0.3659390821
410	0.3654554089
411	0.3651505556
412	0.36486776
413	0.3644434145
414	0.3640731232
415	0.3637719462
416	0.3634896577
417	0.3631072473
418	0.3626545057
419	0.3623348711
420	0.3620344547
421	0.3618299515
422	0.36146108
423	0.3612169235
424	0.3608605768
425	0.3605834351
426	0.360318235
427	0.360013331
428	0.3596051612
429	0.3592951104
430	0.3589174411
431	0.3583557291
432	0.3581576911
433	0.3577726186
434	0.3575245323
435	0.3571850965
436	0.3570156067
437	0.3567846849
438	0.3565145662
439	0.3562746438
440	0.3559597758
441	0.3556795917
442	0.3553591712
443	0.3552194974
444	0.3549129708
445	0.3545467361
446	0.3541988068
447	0.3538913674
448	0.3536222882
449	0.3532457091
450	0.3529915633
451	0.3526468793
452	0.3522691593
453	0.3517989236
454	0.3514729253
455	0.3509662562
456	0.3506021259
457	0.3503521127
458	0.3500372193
459	0.3495429229
460	0.349218319
461	0.3490422626
462	0.3487837053
463	0.3485298637
464	0.3482190522
465	0.3479617118
466	0.3476655548
467	0.3472431362
468	0.3469727386
469	0.3467566741
470	0.3464692895
471	0.3461306904
472	0.3458649072
473	0.3455373369
474	0.3453167341
475	0.3450284114
476	0.3447850916
477	0.3444995832
478	0.3441652181
479	0.343943449
480	0.3437629558
481	0.343396645
482	0.3430015831
483	0.3427180523
484	0.3422549156
485	0.3420730279
486	0.3416455386
487	0.3414508726
488	0.3411940899
489	0.3408663676
490	0.3405167649
491	0.3402782116
492	0.3400529944
493	0.3396692149
494	0.339388042
495	0.3391691885
496	0.3388262285
497	0.3385837201
498	0.3383307912
499	0.3381391677
500	0.3378825879
501	0.3375668324
502	0.3371141415
503	0.3368479273
504	0.3365649035
505	0.3362886492
506	0.3360612516
507	0.3356993017
508	0.3352152988
509	0.3349390699
510	0.3346857861
511	0.3344688342
512	0.3341585552
513	0.3338393009
514	0.3336846178
515	0.3334384837
516	0.3331979782
517	0.3329369361
518	0.3326711783
519	0.3324076769
520	0.3319475066
521	0.3316396109
522	0.3313138914
523	0.3311273386
524	0.3308425148
525	0.3306477981
526	0.3303200503
527	0.3301165106
528	0.3296754823
529	0.3295482066
530	0.3291852932
531	0.3289531798
532	0.3287499442
533	0.3284808143
534	0.328156109
535	0.3278681667
536	0.327684707
537	0.3275016277
538	0.3271274319
539	0.3269098208
540	0.326738607
541	0.3262358932
542	0.3259843588
543	0.3258012287
544	0.3253940985
545	0.3251614272
546	0.3248556865
547	0.3244144048
548	0.3241097796
549	0.3239180293
550	0.3236873864
551	0.3232677821
552	0.3230365307
553	0.3226622588
554	0.322440439
555	0.3222393839
556	0.3220590428
557	0.3217418675
558	0.3212809366
559	0.3210815802
560	0.3207784763
561	0.3204921059
562	0.3202347147
563	0.3199930176
564	0.319747492
565	0.3194831033
566	0.3192653147
567	0.3189402291
568	0.3185891305
569	0.3183009346
570	0.3179974251
571	0.3178380008
572	0.3176288578
573	0.3173615534
574	0.316983301
575	0.3168016669
576	0.3164888271
577	0.3162273033
578	0.3160601208
579	0.3157393453
580	0.3155874004
581	0.3152735719
582	0.3150140764
583	0.3146498953
584	0.3142631241
585	0.3140788532
586	0.3138460298
587	0.3136199759
588	0.3133099758
589	0.313084936
590	0.3128850725
591	0.312653238
592	0.3124581663
593	0.3120520502
594	0.3118477245
595	0.3116028327
596	0.3114485806
597	0.3111693599
598	0.3109477936
599	0.310683988
600	0.310422591
601	0.3100623144
602	0.3097591598
603	0.3092676016
604	0.3090978837
605	0.3087696035
606	0.3083833647
607	0.3080491518
608	0.3078108013
609	0.307626505
610	0.3073978143
611	0.3071395104
612	0.3067882852
613	0.3065131464
614	0.3062608514
615	0.3058900023
616	0.3057207408
617	0.3054781309
618	0.3052762644
619	0.3049354849
620	0.3047807003
621	0.3045919418
622	0.3043024782
623	0.3040841572
624	0.3038897194
625	0.303662702
626	0.3034776198
627	0.303209859
628	0.3029239449
629	0.3026799659
630	0.3024044975
631	0.3021456866
632	0.3020216054
633	0.3017953741
634	0.3016765157
635	0.3014848415
636	0.3012165736
637	0.3010563127
638	0.3006145999
639	0.3003746268
640	0.3002082556
641	0.2999551746
642	0.2997622327
643	0.2995523037
644	0.299314866
645	0.2991550868
646	0.2988483573
647	0.2986345239
648	0.2984025626
649	0.2981579497
650	0.2979111818
651	0.2976428632
652	0.2973543377
653	0.2971660609
654	0.2969273301
655	0.2966980816
656	0.2964775802
657	0.2963306046
658	0.2961046775
659	0.2959070451
660	0.295623134
661	0.2953865329
662	0.2950411897
663	0.2949117335
664	0.29474412
665	0.2944901516
666	0.2942236078
667	0.2940593663
668	0.2937855713
669	0.2935121566
670	0.2932681523
671	0.2930056397
672	0.2927821719
673	0.2925755896
674	0.2923218748
675	0.2921127572
676	0.2918459852
677	0.2915147893
678	0.2912995108
679	0.2910490666
680	0.2909436457
681	0.29065403
682	0.2905637961
683	0.2903807421
684	0.290156894
685	0.2899141827
686	0.2897125444
687	0.289531823
688	0.2893012815
689	0.2890143533
690	0.2888042469
691	0.2886488031
692	0.2883975222
693	0.2882345738
694	0.2880516973
695	0.2878141581
696	0.2874689417
697	0.2872318082
698	0.2870775561
699	0.2869400628
700	0.2867822358
701	0.2866841675
702	0.2863127606
703	0.2860774526
704	0.2859166085
705	0.28576441
706	0.2854907672
707	0.2852119522
708	0.285073825
709	0.284850915
710	0.2846784335
711	0.2845213671
712	0.2843163061
713	0.2841321873
714	0.2838631588
715	0.2836405023
716	0.2834296606
717	0.283275231
718	0.2831371546
719	0.2828676444
720	0.282704341
721	0.2826074643
722	0.2824097813
723	0.2821749803
724	0.2818301949
725	0.2815639553
726	0.2813276585
727	0.2811199607
728	0.2809109952
729	0.2807326063
730	0.2803617826
731	0.2801943212
732	0.2799864205
733	0.2797714462
734	0.2795692502
735	0.2793248655
736	0.2790688435
737	0.2788763072
738	0.2786293872
739	0.2784915643
740	0.2783858392
741	0.2780758391
742	0.2778570871
743	0.2777097312
744	0.2775698546
745	0.2773675318
746	0.2771010387
747	0.2769320053
748	0.2767830268
749	0.2766076296
750	0.2763556389
751	0.2761101133
752	0.2758757941
753	0.2757286156
754	0.2755059845
755	0.2753729281
756	0.2751148524
757	0.2749124282
758	0.2747056178
759	0.2745055515
760	0.2743641537
761	0.2742422276
762	0.2741219494
763	0.2739814897
764	0.2738127353
765	0.2736460598
766	0.2735214209
767	0.2733377838
768	0.2732040935
769	0.2730528331
770	0.2728902143
771	0.2726844687
772	0.2725616299
773	0.272436712
774	0.2722506409
775	0.27193055
776	0.2716372073
777	0.2714316646
778	0.271212659
779	0.2710700189
780	0.2708335193
781	0.2706572601
782	0.2704173377
783	0.270196963
784	0.2699913442
785	0.2697675215
786	0.269581349
787	0.2693227662
788	0.2692092576
789	0.2690595184
790	0.2688053979
791	0.268657611
792	0.2684016904
793	0.2682849618
794	0.268117906
795	0.2679019936
796	0.2677127787
797	0.2675250343
798	0.2672623189
799	0.2670998268
800	0.2668496868
801	0.2666103476
802	0.2664160365
803	0.266204054
804	0.2659548014
805	0.2656837953
806	0.2655481528
807	0.2653357899
808	0.2651657424
809	0.2648701686
810	0.2646774802
811	0.2645825558
812	0.2643778751
813	0.2641649544
814	0.2638792939
815	0.263692158
816	0.2635388693
817	0.2633841101
818	0.2632698915
819	0.2630706112
820	0.2629281485
821	0.2626784396
822	0.2624721362
823	0.2622964095
824	0.2621451998
825	0.2619344849
826	0.2617871544
827	0.2616480384
828	0.261345898
829	0.2612081258
830	0.2610654096
831	0.2609437117
832	0.2607071867
833	0.2605104163
834	0.2603544909
835	0.2601434464
836	0.2600218245
837	0.2598116927
838	0.2596788645
839	0.259565939
840	0.2594664256
841	0.2592543669
842	0.259048596
843	0.258812502
844	0.2586448885
845	0.2584305987
846	0.2582063956
847	0.2580388835
848	0.257925603
849	0.2577865124
850	0.2575043
851	0.2573770749
852	0.2572139997
853	0.2570428367
854	0.2567858258
855	0.2566290383
856	0.2564549596
857	0.2563457864
858	0.2562448785
859	0.2560342904
860	0.2558145749
861	0.2556888204
862	0.2555240972
863	0.2553102384
864	0.2551287564
865	0.2550277471
866	0.2547999438
867	0.2546433845
868	0.2544753146
869	0.2543021232
870	0.2541676724
871	0.2539437735
872	0.253731005
873	0.2535137235
874	0.2532936023
875	0.2531848348
876	0.2529896618
877	0.2528208312
878	0.2526668326
879	0.2524408295
880	0.2522205562
881	0.2519771096
882	0.2517796547
883	0.2516007334
884	0.2513395646
885	0.2512040235
886	0.2510352944
887	0.250854928
888	0.2506229413
889	0.2504353743
890	0.2503316015
891	0.2501613258
892	0.2499350184
893	0.2497593423
894	0.2495933768
895	0.2494691181
896	0.2492853543
897	0.2491684228
898	0.2490442402
899	0.2488604257
900	0.2487191039
901	0.2484941656
902	0.2483667124
903	0.2482166943
904	0.2480138137
905	0.2478320528
906	0.2476570867
907	0.2474868617
908	0.2473416101
909	0.2471212355
910	0.2469048921
911	0.246784335
912	0.2465546048
913	0.246414424
914	0.2463206659
915	0.2461696591
916	0.2460227088
917	0.2458875481
918	0.2457347918
919	0.2455738717
920	0.2454179208
921	0.2452784499
922	0.2451380917
923	0.2449143956
924	0.2447059119
925	0.2446154751
926	0.2444759281
927	0.244329485
928	0.2441410814
929	0.2439396713
930	0.2436694258
931	0.2434274498
932	0.2432451818
933	0.2430629138
934	0.2428444153
935	0.2427270275
936	0.2425330207
937	0.2424345214
938	0.2422611526
939	0.242084716
940	0.2419252917
941	0.2417713184
942	0.2414728036
943	0.2413628698
944	0.2412058287
945	0.2410871225
946	0.2408740751
947	0.2406887139
948	0.2405284023
949	0.240295224
950	0.2400460728
951	0.2397753456
952	0.239621778
953	0.2394521616
954	0.2392494077
955	0.2391283944
956	0.2390205649
957	0.2389358834
958	0.2387776761
959	0.2385799677
960	0.2384571035
961	0.2382469717
962	0.2379784757
963	0.2378244264
964	0.2376863246
965	0.2375114345
966	0.2373507172
967	0.2372011302
968	0.2370172902
969	0.2367557665
970	0.2366062555
971	0.2363664091
972	0.2361399749
973	0.2359723867
974	0.2358463787
975	0.2356852557
976	0.2355272259
977	0.2353126318
978	0.2351686733
979	0.2350254501
980	0.2349102427
981	0.2347035844
982	0.2345324721
983	0.2343047448
984	0.2341503152
985	0.2339265178
986	0.2337814437
987	0.2336805865
988	0.2334899265
989	0.2333470835
990	0.233183197
991	0.2330337367
992	0.2328439133
993	0.232661341
994	0.2325197151
995	0.2323070226
996	0.2321141821
997	0.2319112761
998	0.2317023106
999	0.2316250071
