iter	MultiClass
113	0.03519238541
114	0.03485654666
115	0.03446490435
116	0.03423530092
117	0.0338067087
118	0.03342940075
119	0.03294620926
120	0.03270695874
121	0.03230963401
122	0.03193391067
123	0.03174380203
124	0.03157595396
125	0.03137171378
126	0.03104576299
127	0.03063799886
128	0.03032290898
129	0.03015176809
130	0.02984543476
131	0.02951457168
132	0.02918134754
133	0.02885754547
134	0.02871855947
135	0.02841212471
136	0.02796192794
137	0.0277302772
138	0.02754734366
139	0.0271889084
140	0.02672636436
141	0.02653702425
142	0.02634952545
143	0.0261700733
144	0.02595334482
145	0.0258439593
146	0.02560521743
147	0.02548961549
148	0.02518152165
149	0.02497891203
150	0.02478760701
151	0.02457073749
152	0.02432577921
153	0.02414855185
154	0.02403970668
155	0.0239220796
156	0.02362322403
157	0.02348555325
158	0.02329899254
159	0.02308616378
160	0.02274785146
161	0.02253876554
162	0.02229514467
163	0.02193422474
164	0.02173791711
165	0.02163065021
166	0.02141019314
167	0.02133297992
168	0.02121055624
169	0.02097777885
170	0.02083196793
171	0.02060019676
172	0.02040013519
173	0.0202788445
174	0.02006469101
175	0.01991993702
176	0.01978507417
177	0.01969812512
178	0.0195460851
179	0.01940280956
180	0.01929363321
181	0.01912999386
182	0.01893678255
183	0.01882883427
184	0.01856489713
185	0.01846419526
186	0.01830304851
187	0.0181964408
188	0.01806763432
189	0.01794268636
190	0.01780740517
191	0.01750321897
192	0.0173205564
193	0.01719099089
194	0.01704676934
195	0.01692375143
196	0.01679993013
197	0.01669552661
198	0.0166016655
199	0.01654269113
200	0.01645218463
201	0.01630342317
202	0.01615322131
203	0.01609510896
204	0.01603129044
205	0.01592547979
206	0.01580938346
207	0.01571691204
208	0.01565180999
209	0.01554953144
210	0.01544129159
211	0.01539171394
212	0.01526787838
213	0.01517750816
214	0.01510366223
215	0.01498567863
216	0.01486584103
217	0.0147566932
218	0.01466898987
219	0.01454807949
220	0.01450696366
221	0.01438094133
222	0.01427514495
223	0.01422782537
224	0.01409745012
225	0.01403743942
226	0.01396125144
227	0.01378296873
228	0.01367519792
229	0.01359232449
230	0.01351883827
231	0.01325646593
232	0.01318126121
233	0.01311968174
234	0.01308786042
235	0.01300809044
236	0.01291562299
237	0.01283802392
238	0.01276244206
239	0.01269004605
240	0.01259878925
241	0.0125341808
242	0.01249218709
243	0.01242028231
244	0.0123392898
245	0.01225581976
246	0.01218545522
247	0.01211473018
248	0.01207440586
249	0.01199972326
250	0.0119203122
251	0.01187839217
252	0.011828107
253	0.01175539566
254	0.01170270901
255	0.01166099974
256	0.01161552544
257	0.01156664343
258	0.01149976741
259	0.01145006775
260	0.01138120225
261	0.01129649225
262	0.01120225321
263	0.01113849491
264	0.01108412699
265	0.01103600243
266	0.01093684793
267	0.01088137
268	0.01081497728
269	0.01074245292
270	0.01070378451
271	0.01066415742
272	0.01053927126
273	0.01050240772
274	0.01047391963
275	0.01041894401
276	0.0103881313
277	0.01031993926
278	0.01024633024
279	0.01017431454
280	0.01007211442
281	0.01003294132
282	0.00998073639
283	0.009917649958
284	0.009875651496
285	0.009822502144
286	0.009772106049
287	0.009721453247
288	0.009688485468
289	0.009654393409
290	0.009618178768
291	0.009563241185
292	0.009541442519
293	0.009472726765
294	0.009413903722
295	0.009364466315
296	0.009282821741
297	0.009242396003
298	0.00919757456
299	0.009158023525
300	0.00912464771
301	0.009058312831
302	0.009021725806
303	0.00900161554
304	0.008967831688
305	0.008855524148
306	0.008813754661
307	0.008751828955
308	0.008706367331
309	0.00868192633
310	0.008640335112
311	0.008613787374
312	0.00858740602
313	0.008538119151
314	0.008508577295
315	0.008474337868
316	0.008453058954
317	0.008412918444
318	0.008390706195
319	0.008368568423
320	0.008319495476
321	0.008278019142
322	0.008223398481
323	0.008193687864
324	0.008147681135
325	0.008119974256
326	0.008078566852
327	0.008050814812
328	0.008013968704
329	0.007979383832
330	0.007933529225
331	0.007906011707
332	0.007873850493
333	0.007839072299
334	0.00781092173
335	0.007791079263
336	0.007750033942
337	0.007721877035
338	0.007695484588
339	0.007658897564
340	0.007631624075
341	0.007603899766
342	0.007576897245
343	0.007556653872
344	0.007532151072
345	0.007507195073
346	0.007491371965
347	0.00745457498
348	0.007411865028
349	0.007392991549
350	0.007364355298
351	0.007338597487
352	0.007309741767
353	0.007276705058
354	0.007258435315
355	0.007235764321
356	0.007208861631
357	0.007176633072
358	0.007156303338
359	0.007124863914
360	0.007099587032
361	0.007069422425
362	0.007042966595
363	0.007021572796
364	0.006993880179
365	0.006964515799
366	0.006949199766
367	0.006933039929
368	0.006904802207
369	0.006875379197
370	0.006855877421
371	0.006833433026
372	0.006810000629
373	0.006784820408
374	0.006762383145
375	0.006733794431
376	0.006717357288
377	0.006701355119
378	0.006677221532
379	0.006663498823
380	0.006639233318
381	0.006621108962
382	0.006601996603
383	0.006587197945
384	0.006563217273
385	0.006546553927
386	0.006525233812
387	0.006505463445
388	0.006482404222
389	0.006467495038
390	0.006441334737
391	0.006420001945
392	0.006402573233
393	0.006380551929
394	0.006356047148
395	0.006334730599
396	0.006304590554
397	0.006286709436
398	0.006273592047
399	0.006255960505
400	0.006238117021
401	0.006218332392
402	0.006154806628
403	0.006140729758
404	0.006126605747
405	0.006106417043
406	0.006093096824
407	0.006070130698
408	0.006050985062
409	0.006013030917
410	0.005989049056
411	0.005973581693
412	0.005950434525
413	0.005939421496
414	0.005916299286
415	0.005896857328
416	0.005881679949
417	0.005865714622
418	0.005845375777
419	0.005773271338
420	0.005750568653
421	0.005732099645
422	0.005717452317
423	0.005704880825
424	0.00568498567
425	0.005675511296
426	0.005657685639
427	0.005641750024
428	0.005623322613
429	0.005602468769
430	0.005590349684
431	0.005569832173
432	0.005554580317
433	0.00553686796
434	0.005516926059
435	0.005501447207
436	0.005484415439
437	0.005469058206
438	0.00545439424
439	0.005441480869
440	0.005428458557
441	0.005408040085
442	0.005389481943
443	0.005376244916
444	0.005367154017
445	0.005350618628
446	0.005340358288
447	0.005326901397
448	0.005310504661
449	0.005297066389
450	0.005279924887
451	0.005268414687
452	0.005255055646
453	0.005243724111
454	0.005223590076
455	0.005215222154
456	0.00519953255
457	0.005181656186
458	0.005165205969
459	0.005150470695
460	0.005131454601
461	0.005120545365
462	0.005111290459
463	0.00509751625
464	0.005081354828
465	0.005063621475
466	0.005049791805
467	0.005034709105
468	0.00501643025
469	0.005005299168
470	0.004993096099
471	0.004979008533
472	0.004966643437
473	0.004955291699
474	0.004940061234
475	0.004928089914
476	0.004915476034
477	0.004901138101
478	0.004887046574
479	0.00487516003
480	0.00486555651
481	0.004850216708
482	0.004800247269
483	0.004792944997
484	0.004782593146
485	0.004773981195
486	0.00476522861
487	0.004753638388
488	0.00473376304
489	0.004724061671
490	0.004712889389
491	0.004703401942
492	0.004689302096
493	0.004683382395
494	0.004667074397
495	0.00464975938
496	0.004636741426
497	0.004624485272
498	0.00461085962
499	0.004604560801
500	0.004592256316
501	0.004580624498
502	0.004566588432
503	0.004557632225
504	0.004546351794
505	0.004534321447
506	0.004523250976
507	0.004514425895
508	0.004505560803
509	0.004465437725
510	0.0044562054
511	0.004444652812
512	0.004437875837
513	0.004426461903
514	0.004414394317
515	0.004404560237
516	0.004395974828
517	0.004383892981
518	0.004365021483
519	0.004356201948
520	0.00434214251
521	0.004330659248
522	0.004320232525
523	0.004309934154
524	0.004300617449
525	0.004291866053
526	0.004280120142
527	0.004269556746
528	0.004262010445
529	0.004253382252
530	0.00424521716
531	0.004234225524
532	0.004226213347
533	0.004214443668
534	0.004205920851
535	0.004196772511
536	0.004181248498
537	0.004171828397
538	0.004161192505
539	0.004155442753
540	0.00414448162
541	0.004135122526
542	0.00412840656
543	0.004122381878
544	0.00411314678
545	0.004104508683
546	0.004097755082
547	0.004091432494
548	0.004080445612
549	0.004068126865
550	0.00405575345
551	0.004048188529
552	0.004041997068
553	0.00403268987
554	0.004027030045
555	0.004021245828
556	0.004010657474
557	0.004003583386
558	0.003996735501
559	0.0039775863
560	0.003968417359
561	0.00396006053
562	0.00395131468
563	0.003944402618
564	0.003939112799
565	0.003929341311
566	0.00392133983
567	0.00391216059
568	0.00390371225
569	0.003896400866
570	0.003887628474
571	0.0038763936
572	0.003870558279
573	0.003862287019
574	0.003854463411
575	0.003850131884
576	0.003840190446
577	0.003831200963
578	0.003823806387
579	0.003815822734
580	0.003807839476
581	0.003802864598
582	0.003796881513
583	0.003788627287
584	0.003779679796
585	0.00377207209
586	0.003761963477
587	0.003742161417
588	0.003734914211
589	0.003716959804
590	0.003706939533
591	0.003700784121
592	0.003689990957
593	0.003682509228
594	0.003674868642
595	0.003669227436
596	0.003661721938
597	0.00365256409
598	0.003642528764
599	0.003635190047
600	0.003626855402
601	0.003617129075
602	0.003612156178
603	0.003603627023
604	0.003595664365
605	0.003587067865
606	0.003580284948
607	0.003572464509
608	0.003565443901
609	0.003560346216
610	0.003550905119
611	0.003544847557
612	0.003535284445
613	0.003527667232
614	0.003520279787
615	0.00351448844
616	0.003510297943
617	0.003502397877
618	0.003495643484
619	0.003490037931
620	0.003480852748
621	0.003461344237
622	0.003456354701
623	0.003449775803
624	0.003427222467
625	0.003421459246
626	0.003415499138
627	0.003408723352
628	0.003403259226
629	0.003397677046
630	0.00339026821
631	0.003383483312
632	0.003378971536
633	0.003373914258
634	0.003366228511
635	0.003360767158
636	0.003355282036
637	0.003348478915
638	0.003341486434
639	0.003334039171
640	0.003326160498
641	0.003320541278
642	0.003297713606
643	0.003291661789
644	0.003287240929
645	0.003281343017
646	0.003275171759
647	0.003268282872
648	0.003263969567
649	0.003246485394
650	0.003240133491
651	0.003233588662
652	0.003226470997
653	0.003222542554
654	0.003216262355
655	0.003212301626
656	0.00320610759
657	0.003200764488
658	0.003188124661
659	0.003181574087
660	0.003174083445
661	0.003167799086
662	0.003163143308
663	0.00315761659
664	0.003152907134
665	0.003149557271
666	0.003145016378
667	0.003131477879
668	0.003125531042
669	0.003120964002
670	0.00311416009
671	0.003109952558
672	0.003105752157
673	0.003099832852
674	0.003080931445
675	0.003076384213
676	0.003051325809
677	0.00304527716
678	0.003042073874
679	0.003038736689
680	0.003033273751
681	0.003026590863
682	0.00302213633
683	0.003016575147
684	0.00301088363
685	0.003005115259
686	0.002998343038
687	0.002992673903
688	0.002988667617
689	0.002983647379
690	0.002978950204
691	0.002974284324
692	0.002969915559
693	0.002964813516
694	0.002961833263
695	0.002959633431
696	0.002954243187
697	0.002949214234
698	0.002944179735
699	0.002940795803
700	0.002935668803
701	0.002931022335
702	0.002928255014
703	0.002925240494
704	0.002921310467
705	0.002918510464
706	0.002906130116
707	0.002902349835
708	0.002897695048
709	0.002893315784
710	0.002888332388
711	0.002882955614
712	0.002877093751
713	0.00287153435
714	0.002867740204
715	0.002863243679
716	0.002857639117
717	0.002852394657
718	0.002846948358
719	0.002842764595
720	0.002837962043
721	0.00283442282
722	0.002830603716
723	0.002826842846
724	0.002822142897
725	0.002819672096
726	0.002816451578
727	0.002812981285
728	0.002809147721
729	0.002799335429
730	0.002792599853
731	0.002788690426
732	0.002785783066
733	0.002781068657
734	0.002776711776
735	0.002766952965
736	0.002763135049
737	0.002758177007
738	0.002752766164
739	0.00274850634
740	0.002745486869
741	0.00274017843
742	0.002736109354
743	0.002731099416
744	0.002728266731
745	0.002724163981
746	0.002718897535
747	0.002715344249
748	0.002712253074
749	0.002707624432
750	0.002703900999
751	0.002699317321
752	0.002694120597
753	0.002691753588
754	0.002688751151
755	0.002683473811
756	0.002678981446
757	0.002673161179
758	0.002667735084
759	0.002663254999
760	0.002659342997
761	0.002651468682
762	0.002647118139
763	0.002644100847
764	0.00263950053
765	0.002636088274
766	0.002633290053
767	0.002630112913
768	0.002625673039
769	0.002622425186
770	0.002616247986
771	0.002612709159
772	0.002608761305
773	0.002606130063
774	0.002604130089
775	0.00260022185
776	0.00259572691
777	0.002592174416
778	0.002589158312
779	0.002584522738
780	0.002580555671
781	0.002576068852
782	0.00257257895
783	0.002568739839
784	0.002565039383
785	0.002561714082
786	0.002558795035
787	0.002555220752
788	0.00255139214
789	0.002548383365
790	0.002546087069
791	0.002542763551
792	0.002538770536
793	0.00253564648
794	0.002526523691
795	0.002524078244
796	0.002521636363
797	0.002518445754
798	0.002514407973
799	0.00251077407
800	0.002508188979
801	0.002504673921
802	0.002501307619
803	0.00249754556
804	0.00248914872
805	0.00248608686
806	0.002482370756
807	0.002478799048
808	0.002475275671
809	0.002473206767
810	0.002469696661
811	0.002467486528
812	0.002463706049
813	0.00245247474
814	0.002446662
815	0.002439925433
816	0.002436216261
817	0.002433168069
818	0.002429927941
819	0.002426212232
820	0.002422570405
821	0.002419385937
822	0.002417008232
823	0.002408735387
824	0.002405892401
825	0.002402100037
826	0.002399009258
827	0.002395985429
828	0.002393362902
829	0.002390275689
830	0.002387749229
831	0.00238478918
832	0.002380286911
833	0.002376053234
834	0.002372875896
835	0.00236972926
836	0.002367134859
837	0.00236355206
838	0.002359801093
839	0.002357818352
840	0.002355335667
841	0.002352117921
842	0.002349718626
843	0.002334582446
844	0.002330905758
845	0.002328067922
846	0.002324168003
847	0.002322280932
848	0.002318680306
849	0.002314831688
850	0.002311881543
851	0.002308824239
852	0.002305634819
853	0.002302443813
854	0.002288030017
855	0.002284054036
856	0.002281232443
857	0.0022781173
858	0.00227584101
859	0.002272957815
860	0.002269344908
861	0.00226725679
862	0.002264328038
863	0.002261580525
864	0.00225972574
865	0.002254221009
866	0.002251216789
867	0.002249180765
868	0.002247353118
869	0.002243726147
870	0.002240493149
871	0.002237634516
872	0.002234532051
873	0.00223198816
874	0.002229964615
875	0.002227394182
876	0.00222394647
877	0.002221068425
878	0.002218217516
879	0.002215481095
880	0.002213757239
881	0.002211537797
882	0.002208938247
883	0.002205845686
884	0.002198426747
885	0.002195502748
886	0.00219233987
887	0.002189860354
888	0.002186356784
889	0.002183143396
890	0.002180312295
891	0.002177899333
892	0.002175043868
893	0.002172101647
894	0.002169899833
895	0.002166523429
896	0.002164267937
897	0.002161875178
898	0.002160012471
899	0.002157475314
900	0.002154399787
901	0.002150158385
902	0.002147681048
903	0.002144616217
904	0.002141984974
905	0.002139479708
906	0.002135740231
907	0.002132733832
908	0.002129786658
909	0.002127609406
910	0.002125271713
911	0.002122047035
912	0.002118617942
913	0.002116177645
914	0.002114147167
915	0.002111968529
916	0.002108973421
917	0.002102390561
918	0.002099675136
919	0.002096767776
920	0.002094802267
921	0.00209190283
922	0.002089809166
923	0.002086584884
924	0.002082052508
925	0.002080230802
926	0.002077387816
927	0.002074193444
928	0.002064582001
929	0.002062496855
930	0.002048527144
931	0.002046582632
932	0.002043786986
933	0.002041566158
934	0.002039554893
935	0.002037720313
936	0.002035415896
937	0.002033702538
938	0.002031019598
939	0.002028733602
940	0.002027130176
941	0.00202483705
942	0.002022129746
943	0.002019739166
944	0.002013494026
945	0.002012143346
946	0.002009798125
947	0.002007246708
948	0.001999869167
949	0.001997152158
950	0.001994755041
951	0.001993010387
952	0.001990235738
953	0.001988225464
954	0.001985144589
955	0.001982549396
956	0.001979994017
957	0.001977202927
958	0.001974186229
959	0.001971056231
960	0.001969059625
961	0.001967431241
962	0.001965273797
963	0.001963529737
964	0.001960880074
965	0.001957825543
966	0.001955362467
967	0.001952915237
968	0.001950146728
969	0.001948106743
970	0.001945276038
971	0.001944034299
972	0.00194232629
973	0.001939333162
974	0.001937264654
975	0.001935032535
976	0.001932792493
977	0.001930883238
978	0.001928480971
979	0.001926155162
980	0.001920797997
981	0.001918272924
982	0.001915410526
983	0.001913628634
984	0.001911201212
985	0.001909236298
986	0.001907035871
987	0.00190472254
988	0.001902184988
989	0.001899955246
990	0.001897802357
991	0.001896579238
992	0.001894840526
993	0.001892690014
994	0.001890557924
995	0.00188822538
996	0.001885818954
997	0.001883538504
998	0.001881126532
999	0.001879867561
